,content,rating,location
19287,"[""Spent a night here during a Hong Kong stay and it's well worth while. Keep away from weekends when it's manic but during the week you can get good rates with Venetian. Com which offer a free breakfast or buffet lunch plus one way ferry back to Hong Kong which is valued at Â£14 pp ( buffet lunch normally Â£18 pp plus a night in a huge suite for approx Â£160 inc taxes. Sadly the majority of the gaming tables are in a smoking area as the Chinese are heavy smokers but as long as you don't sit immediately next to a chain smoker the ventilation is very good. To see and do everything you need to have more than one night and it involves a LOT of walking so take comfy shoes!""]",40,"Petersfield, United Kingdom80 contributions53 helpful votes"
7038,"['Location and accessibility to ferry terminals, airports and main attractions were great. The room and bathroom were spacious and comfortable. Service was impeccable. As my hubby told them that it was my birthday, they arranged for a birthday card and madelines to be sent to the room. Their madelines were the best I have ever eaten!']",50,"Singapore, Singapore82 contributions38 helpful votes"
1911,"[""Stayed in this hotel for 3 nights.  The hotel is very new.  The room is comfortable.  The lobby area is quiet and exclusive.  This is the hotel to stay in if you want to avoid busloads of tourists at the lobby.  Since it's more exclusive, the check in and check out is quick and efficient.  The hotel staff are well trained and very helpful.  The location is great.  It's just across the road from Venetian and Four Seasons.  It's in between Holiday Inn and Sheraton.  It's walking distance to City of Dreams (to watch House of Dancing Water), Hyatt hotel, Hard Rock hotel and Crown Hotel.  There is a free shuttle bus to and fro airport, so do make use of this great shuttle bus service.  If you want to go to Zhuhai, there is also a free shuttle bus to and fro Zhuhai provided by Conrad"", '_']",50,singapore63 contributions65 helpful votes
14840,"[""I booked this hotel as a package through a agent. When I queued for check-in, a staff asked me to join their hotel club for free. I agreed and they upgraded us to excutive room with river view instantly.   The room was clean and nice, with a comfortable double bed (queen size?) and good choices of pillows. The washroom was large, with a bath with LCD TV and a seperated shower with massage function, and they provided l'occitane toiletries.  The location is good too. It is not located at the very centre of the heart of Macau, but that actually avoided the hustle and bustle, and it is still a convenient location to many historical site such as the Ruins.   The free breakfast buffet was also very nice, although the service of waiters were just so-so.  The food came with a wide range"", '_']",50,"Hong Kong, China211 contributions4 helpful votes"
13484,['For the 6the time I go now to Macau. Since 5 years I stay in Sofitel. It is a great hotel with excellent service. Take the upgrade to club sofitel it is great. I travel a lot but here are you can find the best bed from all hotels.'],50,"Lummen, Belgium53 contributions14 helpful votes"
3448,"[""We had a very nice stay in Grand Hyatt Macao. The hotel generously offered complimentary breakfast for us. And arranged a side-bed for our children. The suite we stayed was very spacious and the gym room was well-equipped. However, the hotel shuttle bus was relatively small and the frequency was low so that we needed to wait for a few to get on. Overall, the hotel's environment was very impressive and tranquil. It's highly recommended.""]",50,"Hong Kong, Hong Kong8 contributions6 helpful votes"
1091,"[""Just checked-in for Honeymoon... Front desk staff AMAZING! My first room smelled like smoke, was given a new room. Fantastic! Tried to order two dozen roses for the Mrs. while she was in the spa... was told by the flower shop that I couldn't since they close at 7pm... but I was calling at 6:45?... what is the logic... !?!?! Anyway, still highly recommend this hotel! ""]",50,"Macau, China71 contributions16 helpful votes"
9973,"[""I got another stays with my parents at JW Marriott Macau in January 2017. We meet Ms Joan again and she still provided a excellent service to us. Deeply thanks for her again.  Our room located at the top floor of the hotel. Everything inside the room are perfect. We love it!  My Parent's room was on 21/F facing the pool with a nice view!   Thanks again for hotel's arrangement as we are all satisfied with our stay in JW Marriott Macau  We will certainly come back again""]",50,"Hong Kong, China59 contributions7 helpful votes"
12124,"['Nice foods,&dessert ,relaxing abiance,crisyl,n shiela providing us good service will be keeo coming back for more one more thing i drop my wallet ang the gentlemen staff give it right back at me im so thankfull ,,welldone guys']",50,2 contributions
5741,"['I stayed 2 nights with my mom and aunts.  The room was nice and staff was really kind.  Especially reception staff peter jung, lily kang was very helpful for my travel.  I really appreciate peter and lily.  If i going to macao next time i will stay again.']",50,"Seoul, South Korea3 contributions"
20516,"['We stayed 3 days 2 nights on Venetian\'s ""Shop and Pamper"" package. We originally booked a Bella Suite but at check-in were offered an upgrade to the Rialto Suite for an extra HKD600++ per night. The extra cost was well worth it, for the Rialto at 170 sq m was more than 2x Bella\'s size (70 sq m). It was actually the size of an apartment, with a foyer upon entrance, a marble powder room/2nd toilet, a huge living and dining area, spacious bedroom with canopied king-sized bed, dressing area and finally a marble bathroom which is bigger than a lot of hotels\' bedrooms. There was also a kitchenette with a Nespresso machine and complimentary Ristretto, Livanto and Decaffeinato capsules for us to make a quick cuppa any time. There were also 2 work tables, 1 in the living room and another', '_']",40,Malaysia376 contributions53 helpful votes
